AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average
12.666667,1.506667,22.153655,25.565167,6.822452,-2.643117,6.029108,0,20.123333,-1.95,1966.333333,63.333333,6,1.276667,131,1935.333333,83.6,1.49E+01,-108.8,1.506667,7.814717,0.257667,-2.836488,3.533168,4.451512,0,22.073333,6,5100,666.666667,0.919333,23.242667,22.39,204.733333,22.266667,0.566667,753.933333,0,0.666667,0,0,0.333333,0,0,0,0.333333,0,0.666667,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0,1177.666667,71.333333,143.333333,1.333333,2.666667,0,0,0,0,1.333333,0.666667,0,2,12.666667,3,9.021111,3,15.471667,11.333333,205,0.913333,153.333333,17.4,64.592667,1.28,3.866667,2.666667
13.2,1.472,25.219025,26.972505,6.730657,-2.781417,6.479023,0,19.392,-3.370095,1039.2,31.4,7.2,1.24,127.4,1772,28.64,1.34E+01,-109.32,1.662,8.782417,0.65,-3.085567,3.570632,4.498715,0,22.762095,7.2,3980,2340,0.9214,24.451,12.504,81.52,21.6,0.5,847.3,0,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0.4,0,0.4,0,0.4,0,0,0,0,0,680.72,74,136.8,1.2,3.2,0,0,0,0,1.2,1.2,0,2,13.2,3,7.912,3,16.911,10.2,117.2,0.9196,93.694,65.68,60.1578,1.362,4.29,3.2
18.666667,1.523333,23.035188,40.416667,7.003291,-2.435236,4.184318,0,21.526667,-1.401667,1939.666667,30,6,1.313333,134,2933,67.933333,1.49E+01,-113.333333,1.543333,7.730633,0.127667,-2.566861,3.57932,4.509661,0,22.928333,6,5300,966.666667,0.788667,24.32,17.966667,196.5,23,0.656667,745.833333,0,0.666667,0,0,0.333333,0,0,0,0.333333,0,0.666667,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0,1019.133333,71.666667,144.666667,1.333333,6,0,3.333333,0,0,1.333333,0.666667,0,2,18.666667,3.333333,9.124444,3.333333,15.334667,11.333333,204.333333,0.786667,123.966667,18.433333,64.835333,1.236667,3.816667,2.666667
20.4,1.516,22.622962,44.55164,6.982219,-2.594188,5.041731,0,21.332,-1.272,1172.6,35.8,7.2,1.296,132.2,3333.6,42.24,1.50E+01,-107.2,1.658,8.503181,0,-2.785719,3.56227,4.488179,0,22.604,7.2,4500,1900,0.7454,24.7774,14.864,89.52,22.64,0.664,821.42,0,0.6,0,0,0,0,0,0,0,0,0.6,1,0.4,0,0,0,0,0.4,0,0.4,0,0,0,989.8,74.4,142,1.2,7.2,0,4,0,0,1.2,1.2,0,2,20.4,3.4,8.184,3.4,16.4742,10.2,182.8,0.744,113.6,21.04,59.4262,1.278,3.99,3.2
23,1.5,25.215549,51.6325,7.00642,-2.207206,4.849108,0,21.525,-2.88,1160.5,26.65,9,1.26,130.5,3278.5,32.2,1.52E+01,-17.52,1.93,8.699312,0.3995,-2.506532,3.653003,4.602495,0,24.405,9,3750,3250,0.672,25.116,7.585,76.96,26.6,0.61,839.3,0,0.5,0,0,0,0.5,0,0,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,708.5,78.5,139,1,9,0,5,0,0,1,2,0,2,23,3.5,7.268333,3.5,18.1125,10.35,104,0.67,79.02,34.9,55.4815,0.585,1.725,4
24.666667,1.606667,24.470457,55.773333,7.232604,-2.307422,5.741153,0,23.663333,-2.691667,1867,49.333333,6,1.376667,140.333333,3595.333333,46.266667,1.78E+01,-113,1.526667,7.545463,0,-2.348531,3.735831,4.706852,0,26.355,6,4400,866.666667,0.757667,25.576,8.036667,181.856667,24.6,0.716667,728,0,0.666667,0,0,0.333333,0,0,0,0,0,0.666667,1,0,0,0,0,0,0,0,0,0,0.333333,0,783.693333,72,158.333333,1.333333,6,0,3.333333,0,0,1.333333,0.666667,0,2,24.666667,3.666667,9.531111,3.666667,14.900667,17.333333,176.333333,0.756,126.2,23.866667,63.596,1.193333,3.683333,2.666667
27.6,1.596,26.009945,63.287,7.319333,-2.464169,5.807538,0,24.564,-1.794,1561.8,43.8,7.2,1.376,140.2,3721.6,53.44,1.45E+01,-97.6,1.606,8.031097,0,-2.572308,3.739029,4.710881,0,26.358,7.2,6340,1660,0.6966,25.0134,13.004,103.748,26.12,0.736,776.1,0,0.6,0,0,0,0,0,0,0,0,0.6,1,0.4,0,0,0,0,0.4,0,0.4,0,0,0,915.312,74.8,158,1.2,7.2,0,4,0,0,1.2,1.2,0,2,27.6,3.8,9.1,3.8,15.633,18.2,182.8,0.6948,103.32,19.28,58.2058,1.206,3.83,3.2
32,1.6,28.589491,75.9525,7.416283,-2.173895,6.022185,0,25.59,-3.236667,1312,55,9,1.36,139.5,3989,42.2,1.12E+01,-19.925,1.705,8.327917,0.232,-2.341787,3.844651,4.843957,0,28.826667,9,4100,2700,0.6125,25.2995,12.93,89.115,28.65,0.845,803.45,0,0.5,0,0,0,0.5,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,822.83,79,150,1,9,0,5,0,0,1,2,0,2,32,4,8.133333,4,16.8175,16.5,173,0.611,79.175,21.8,54.0515,0.585,1.725,4
35.333333,1.65,25.595336,85.27,7.317218,-2.203372,5.492138,0,24.56,-0.07,1582.666667,45.333333,6,1.396667,142.666667,4938.666667,36.266667,1.65E+01,-116.666667,1.65,7.5697,0,-2.237858,3.66184,4.613629,0,24.63,6,4433.333333,933.333333,0.725333,24.812667,7.244667,144.366667,25.7,0.876667,730.3,0,0.666667,0,0,0.333333,0,0,0,0.333333,0,0.666667,1,0,0,0,0,0,0,0,0,0,0,0,815.536667,72.333333,164.666667,1.333333,10.666667,0,3.333333,0,4.666667,1.333333,0.666667,0,2,35.333333,4,9.509444,4,15.032667,13.2,204.333333,0.723,115.766667,26.133333,64.076333,1.163333,3.666667,2.666667
40.4,1.64,28.126759,98.17516,7.420926,-2.466356,5.837136,0,25.692,-1.222,1552.6,39.4,7.2,1.4,143.8,4954.8,40.24,1.38E+01,-94,1.594,7.501941,0,-2.514841,3.762075,4.739918,0,26.914,7.2,5300,2700,0.6626,25.1294,9.5304,148.16,28.16,0.844,723.94,0,0.6,0,0,0,0,0,0,0,0,0.6,1,0,0,0,0,0,0.4,0,0.4,0,0,0,771.56,75.2,160.8,1.2,12.8,0,4,0,5.6,1.2,1.2,0,2,40.4,4.2,6.62,4.2,15.6958,15,121.2,0.6608,96.748,20.24,58.3094,1.166,3.73,3.2
9,1.205,11.946096,18.896269,5.537857,-4.308309,9.01184,0,11.515,-0.31125,3532.5,198,13,1,102.5,2580,255.75,1.89E+01,36,1.825,7.141894,0.762,-5.211561,2.818009,3.550468,0,11.82625,13,2250,1500,0.9615,17.6435,30.455,399.3,12.15,0.385,689.1,0,0,0,1,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,1640.735,72.5,114.5,5,3,0,0,0,0,5,1,0,2,9,2.5,4.915,2.5,21.991,13,195.5,0.963,132,13.9,33.1885,1.57,4.75,3
10,1.175,9304.546696,20.494119,5.642367,-3.853686,7.019525,0,11.95,-3.674375,1434.605,38,14,0.965,96,1350.6255,35.25,1.89E+01,19,2.325,10.259934,3.2185,-5.978432,3.14871,3.967126,0,15.624375,14,1450,750,0.9685,26.662,5.5325,146.7964,19.6,1.125,989.95,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,498.26,77.5,106.5,4,4,0,0,0,0,4,2,0,2,10,2.5,3.95,2.5,24.2145,13,209.5,0.971,118.51299,131.55,37.9475,1.52,5.53,4
10,1.01,11161.95607,20.392255,5.524541,-2.935926,4.949749,0,11.166,-0.889,1170.86,30.4,14.8,0.91,88,1080.8574,28.2,1.51E+01,102.66,2.708,10.565137,0,-4.352244,2.861031,3.604674,0,12.055,14.8,940,700,0.9096,27.3068,4.416,118.36654,17.02,1.056,1019.38,0,0,0,0.4,0,0.6,0,0,0.4,0,0,0.4,0,0,0,0.6,0,0,0,0,0.6,0,0,406.268,81.4,94.8,3.2,4.8,0,0,0,0,3.2,2.8,0,2,10,2.4,3.2012,2.4,28.6014,10.4,97.2,0.912,94.96044,477.24,44.3392,0.556,1.68,2.4
14,1.355,22.404273,28.97765,6.282635,-4.166612,8.915974,0,15.54,-3.985119,1672.75,43.5,14,1.12,114,2261.5,37.75,1.89E+01,58.35,1.9,8.236229,0.8125,-4.572966,3.383414,4.262835,0,19.525119,14,1800,3050,0.833,24.012,14.625,151.6,17.75,0.355,794.65,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,625.385,78,121.5,4,4,0,0,0,0,4,2,0,2,14,3,5.215,3,19.2765,13,113.5,0.8345,118.6175,75.05,29.3135,1.52,4.875,4
14.8,1.334,22.937697,30.031615,6.366978,-3.261748,7.764981,0,16.14,-5.924125,1547.432,35.02,14.8,1.084,111.4,2256,39.6,1.51E+01,138.252,2.192,8.610313,1.3212,-3.956499,3.515866,4.429713,0,22.064125,14.8,1060,1000,0.7836,23.3,5.3166,122.32,22.06,0.39,830.788,0,0,0,0.4,0,0.6,0,0,0.4,0,0,0.4,0,0,0,0.6,0.6,0,0,0,0,0,0,606.404,82,118.2,3.2,4.8,0,0,0,0,3.2,2.8,0,2,14.8,3,4.46,3,21.5292,10.4,132,0.786,94.9614,51.24,32.2768,0.556,1.68,4.8
23,1.41,19.159195,50.951569,6.597087,-3.932576,7.119359,0,17.965,-1.3625,1839.5,49,14,1.19,120,4213.5,54.75,2.08E+01,61,1.895,7.887184,0,-4.198156,3.372961,4.249665,0,19.3275,14,2450,2500,0.613,24.42,17.575,161.6,19.05,0.56,762.3,0,0,0,0.5,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,0.5,0,0.5,0,0,0,1011.735,78.5,128,4,9,0,5,0,0,4,2,0,2,23,3.5,5.555,3.5,18.7305,13,195.5,0.615,143.5,19.25,28.399,1.415,4.5,4
25.6,1.412,22.963053,58.168615,6.703155,-3.20052,6.472686,0,18.87,-3.274,1691.6,35.38,14.8,1.168,120.4,3971.4,40.2,1.99E+01,134.976,2.174,8.245741,0.4794,-3.580644,3.519703,4.434547,0,22.144,14.8,1960,4000,0.5514,24.8978,8.298,132.112,24.52,0.516,795.58,0,0,0,0.4,0,0.6,0,0,0.4,0,0.6,0.4,0,0,0,0.6,0,0,0,0,0,0,0,669.788,82.6,127.2,3.2,10.8,0,6,0,0,3.2,2.8,0,2,25.6,3.6,4.982,3.6,20.2452,12.62,98.4,0.552,96.024,36.24,29.8708,0.556,1.68,4.8
32,1.51,23.392924,74.370769,7.01848,-3.770051,8.076618,0,22.005,-2.015,2326,59,14,1.29,130,4698.5,68.75,2.02E+01,73,1.83,7.297079,0,-3.931393,3.59391,4.528043,0,24.02,14,4750,2200,0.552,24.715,15.25,179.385,23.4,0.65,705.65,0,0,0,0.5,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,0.5,0,0.5,0,0,0,918.625,79,148,4,9,0,5,0,0,4,2,0,2,32,4,6.7,4,17.679,23,195.5,0.5535,130.65,17.05,26.8735,1.325,4.3,4
36.4,1.532,27.011783,87.352615,7.194991,-3.160546,7.880378,0,23.748,-3.702,1873.4,69.4,14.8,1.288,131.2,4824,52.2,1.51E+01,132.09,1.904,7.800067,0.2784,-3.382951,3.74968,4.724301,0,27.45,14.8,2380,3340,0.48,25.118,14.712,146.698,26.98,0.798,752.56,0,0,0,0.4,0,0.6,0,0,0.4,0,0.6,0.4,0.6,0,0,0,0,0,0,0,0,0,0,806.984,83.2,140.4,3.2,10.8,0,6,0,0,3.2,2.8,0,2,36.4,4.2,6.02,4.2,18.6912,20,181.2,0.4812,96.21,20.52,28.1548,0.556,1.68,4.8
48,1.565,26.038942,117.980969,7.145471,-3.772785,8.113615,0,23.415,-1.3,2314.5,53.5,14,1.32,134.5,6240,52.25,1.93E+01,77.5,1.815,6.635634,0,-3.859559,3.622718,4.564339,0,24.715,14,3450,3500,0.5095,24.86,10.908,234.9,25.95,0.785,640.45,0,0,0,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,738.935,79.5,151.5,4,16,0,5,0,7,4,2,0,2,48,4.5,3.6,4.5,17.7575,19,118.5,0.511,122.435,18.25,27.003,1.275,4.175,4
10,1.115,14.420734,20.0481,5.443398,-4.886886,9.295249,0,10.605,-2.435,3736.5,66.5,14,0.94,93.5,2295,84.5,3.52E-02,127.95,2.225,9.70599,2.6345,-7.317316,2.843771,3.582927,0,13.04,14,2600,750,0.7105,14.2535,83.805,537,12.8,0.21,936.4,0,0,0,0,1,0,0,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,2755,77.5,93.5,4,4,0,0,0,0,4,2,0,2,10,2.5,3.6,2.5,20.364,0,210.5,0.7045,74,1.8,40.6895,1.635,5.47,4
10,1.091429,10632.86357,20.040471,5.391879,-4.419253,7.834736,0,10.25,-6.949286,1403.977143,42.857143,14.571429,0.904286,88.142857,999.286286,69.428571,1.71E-04,53.257143,2.551429,11.798777,4.009571,-7.017217,3.242754,4.085614,0,17.199286,14.571429,2757.142857,714.285714,0.899429,25.209429,21.721429,155.453029,21.485714,1.088571,1138.342857,0,0,0,0,0.428571,0,0,0,0.428571,0,0.571429,0,0.428571,0,0,0.571429,0,0.571429,0,0,0,0,0,759.028571,80.285714,88.285714,3.428571,4.571429,0,0,0,0,3.428571,2.571429,0,2,10,2.428571,2.998571,2.428571,23.919857,0,208.142857,0.895429,63.443417,138.257143,41.466857,1.585714,5.934286,4.571429
10,0.926667,12401.47024,20.0281,5.316625,-3.273838,5.353827,0,9.756667,-3.126667,1117.733333,33.333333,15.333333,0.856667,81,777.619333,54,1.33E-04,138.6,2.926667,11.795927,0.257667,-4.979501,2.902212,3.656559,0,12.883333,15.333333,1900,666.666667,0.849333,26.248667,16.883333,121.9406,18.2,1.02,1138.066667,0,0,0,0,0.333333,0.666667,0,0,0.333333,0,0,0,0.333333,0,0,0.666667,0,0,0,0,0.666667,0,0,598.866667,84,79.333333,2.666667,5.333333,0,0,0,0,2.666667,3.333333,0,2,10,2.333333,2.378,2.333333,28.859667,0,83.666667,0.846667,49.5116,520.866667,47.786667,0.5,1.566667,2.666667
14,1.32,20.016378,28.0855,6.160133,-4.90201,9.914415,0,14.61,-5.83,3173,100,14,1.11,111,2330,162,4.00E-04,133.6,1.9,8.15168,0.773,-5.424918,3.44485,4.340239,0,20.44,14,4700,1000,0.712,19.99,50.21,359,20,0.26,786.4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1687,78,110,4,4,0,0,0,0,4,2,0,2,14,3,5.53,3,16.345,0,227,0.7,148,2.6,33.492,1.5,4.7,4
14.666667,1.293333,25.48154,30.011008,6.117528,-4.756028,10.016722,0,14.31,-7.550159,1426.666667,40.666667,14.666667,1.076667,108.333333,1992,57.333333,1.33E-04,92.333333,2.093333,9.708353,1.341,-5.408645,3.52201,4.437455,0,21.860159,14.666667,2900,3733.333333,0.75,22.546,29.096667,127.933333,19.266667,0.2,936.6,0,0,0,0,0.333333,0,0,0,0.333333,0,0,0,0.333333,0.666667,0,0.666667,0,0.666667,0,0,0,0,0,773.866667,81.333333,104.666667,3.333333,4.666667,0,0,0,0,3.333333,2.666667,0,2,14.666667,3,4.263333,3,18.598333,0,77,0.746,49.49,85.533333,31.284,1.6,5.266667,4.666667
23.5,1.355,20.870172,51.50355,6.442631,-4.558487,8.19453,0,16.81,-4.4975,2030,61,14.5,1.155,115,4028.5,100.5,1.90E+00,105.3,2.04,8.97014,0.3865,-5.037904,3.492267,4.399981,0,21.3075,14.5,4000,2500,0.5205,22.315,37.325,195.7,20.75,0.42,866.7,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0.5,0,0.5,0,0,0,1388.5,81,112.5,3.5,9.5,0,5,0,0,3.5,2.5,0,2,23.5,3.5,4.92,3.5,17.489,0,196.5,0.515,99,9,30.9215,1.47,4.75,4.5
27.333333,1.373333,24.811329,62.001833,6.626197,-3.567831,7.045979,0,18.316667,-5.776667,1696.333333,38.866667,15.333333,1.143333,117,3989.333333,67.333333,5.33E+00,174.506667,2.333333,9.21882,0.790333,-4.122167,3.634069,4.57864,0,24.093333,15.333333,3033.333333,4333.333333,0.451333,23.572,21.196667,137.213333,26.533333,0.42,889.4,0,0,0,0,0.333333,0.666667,0,0,0.333333,0,0.666667,0,0.333333,0,0,0.666667,0,0,0,0,0,0,0,891.666667,85.333333,115.333333,2.666667,12,0,6.666667,0,0,2.666667,3.333333,0,2,27.333333,3.666667,4.356667,3.666667,19.575,2.466667,85,0.446667,50.693333,30.866667,31.710667,0.5,1.566667,5.333333
32,1.47,23.491581,73.39775,6.775361,-4.398468,9.482481,0,19.92,-6.9425,3024,79,14,1.26,125,4820,106,4.35E+00,127.3,1.93,7.7478,0.3865,-4.692983,3.748845,4.723249,0,26.8625,14,3650,1300,0.4695,23.49,28.68,324.685,23.5,0.485,747.5,0,0,0,0,1,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,1096.04,79,132.5,4,9,0,5,0,0,4,2,0,2,32,4,6.295,4,15.4885,9,184,0.464,107.3,12.3,31.997,1.37,4.425,4
36.8,1.488,28.380564,87.7942,7.071426,-3.661275,8.740514,0,22.824,-6.21,2025.8,79,15.2,1.26,127.2,4676,88.8,2.80E-04,167.53,2.02,8.666432,0.5876,-4.054749,3.845125,4.844554,0,29.034,15.2,3620,3340,0.406,23.434,30.512,173.978,28.34,0.686,836.08,0,0,0,0,0.4,0.6,0,0,0.4,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1108.396,85.2,128,2.8,11.2,0,6,0,0,2.8,3.2,0,2,36.8,4.2,5.512,4.2,17.698,9.6,182,0.4012,60.61,12.32,30.1728,0.6,1.88,5.2
39.333333,1.506667,29.309918,94.4285,7.172681,-3.523416,8.610081,0,23.736667,-6.252222,1898.333333,76.666667,15.333333,1.276667,129,4936.666667,80.666667,2.67E-04,171.3,2.033333,8.723627,0.567,-3.902508,3.8896,4.900589,0,29.988889,15.333333,3500,3600,0.372,23.816667,28.323333,153.42,29.266667,0.733333,841.6,0,0,0,0,0.333333,0.666667,0,0,0.333333,0,0.666667,0,1,0,0,0,0,0,0,0,0,0,0,1044.106667,86,130,2.666667,12,0,6.666667,0,0,2.666667,3.333333,0,2,39.333333,4.333333,5.51,4.333333,17.848333,10.666667,177,0.368,50.9,13.4,29.804,0.5,1.566667,5.333333
15,1.28,28.214122,30.973762,6.096226,-4.683036,10.067875,0,14.16,-8.410238,553.5,11,15,1.06,107,1823,5,1.00E-16,71.7,2.19,10.48669,1.625,-5.400509,3.560591,4.486063,0,22.570238,15,2000,5100,0.769,23.824,18.54,12.4,18.9,0.17,1011.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,317.3,83,102,3,5,0,0,0,0,3,3,0,2,15,3,3.63,3,19.725,0,2,0.769,0.235,127,30.18,1.65,5.55,5
24,1.335,24.969044,52.947681,6.410678,-4.449,8.27126,0,16.585,-5.787619,720.25,16.5,15,1.13,113,3775,22,1.90E+00,74.35,2.185,10.137645,0.8125,-5.025699,3.550138,4.472893,0,22.372619,15,2650,4550,0.549,24.232,21.49,22.4,20.2,0.375,979.35,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,1,0,0.5,0,0,0,703.65,83.5,108.5,3,10,0,5,0,0,3,3,0,2,24,3.5,3.97,3.5,19.179,0,84,0.5495,25.1175,71.2,29.2655,1.545,5.175,5
16,1.27,27.166546,32.065,6.298933,-3.002789,7.765586,0,15.62,-10.166875,717.72,7.7,16,1.02,105,1960,19,5.00E-16,200.42,2.58,10.36001,2.202,-4.097217,3.722285,4.689785,0,25.786875,16,700,1000,0.708,22.7,1.721,10,25.7,0.29,999.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,388.36,88,103,2,6,0,0,0,0,2,4,0,2,16,3,2.9,3,23.33,0,70,0.71,0.269,70,34.83,0,0,6
14,1.535,9338.728216,29.048352,7.808112,-0.962232,-0.820521,0,40.265,-1.142083,558.44,1.55,9,1.375,130,428.848,1.2,8.20E+00,188.18,2.4,10.881732,0.985,-1.3978,3.977945,5.011897,0,41.407083,9,1600,4350,0.7905,30.452,1.295,40.0849,46,1.42,1049.9,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,195.015,48,115,1,4,0,0,0,0,0.5,2.5,0.5,1.5,14,3,21.8935,3,33.2975,0.65,122,0.7905,51.26395,941,54.2135,0.325,1.125,1
18,1.99,59.620758,36.753867,9.091522,-1.73194,2.552476,0,53.273333,-4.060069,927.24,4.633333,6,1.693333,170.333333,1224,7.933333,1.09E+01,99.046667,1.406667,6.347112,0.734,-2.097432,4.752895,5.988273,0,57.333403,6,1366.666667,5133.333333,0.740667,27.3,2.130333,54.6,58.966667,1.103333,612.393333,0.666667,0,0.666667,0,0,0.333333,0,0,0,0,0,0.666667,0,0,0,0.333333,0.333333,0,0,0,0,0,0,353.806667,31.333333,187.666667,1.333333,2.666667,0,0,0,0,0.666667,1.333333,0.666667,1.333333,18,3.666667,29.786667,3.666667,28.86,0.866667,176,0.741333,68.423,78,42.09,0.433333,1.5,2.666667
18,1.67,9196.677451,37.27565,8.694367,-1.025531,1.079317,0,46.32,-2.482083,635.48,2.1,9,1.51,152.5,429.607,1.2,8.20E+00,198.58,1.99,8.654147,1.2465,-1.440987,4.463691,5.623898,0,48.802083,9,1600,4100,0.618,31.7745,2.7675,43.55,52.3,1.66,834.95,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,254.065,48.5,115,1,4,0,0,0,0,0.5,2.5,0.5,1.5,18,3.5,22.705,3.5,27.7175,0.65,146.5,0.6185,51.25445,41,42.6655,0.325,1.125,4
24,2.033333,59.634845,52.385533,9.278287,-1.697924,1.834534,0,54.79,-2.587778,1007.333333,4.833333,6,1.74,175.333333,2177,8.266667,1.36E+01,97.226667,1.396667,6.144572,0.266333,-1.888624,4.755027,5.990959,0,57.377778,6,1866.666667,6800,0.611667,28.187667,3.786667,60.04,60.333333,1.173333,592.833333,0.666667,0,0.666667,0,0,0.333333,0,0,0,0,0.333333,0.666667,0,0,0,0.333333,0,0,0,0,0,0,0,389.02,31.666667,192.666667,1.333333,6,0,3.333333,0,0,0.666667,1.333333,0.666667,1.333333,24,4,30.076667,4,28.146667,2.1,157.333333,0.611333,69.013333,69.666667,40.753333,0.433333,1.5,2.666667
27,1.745,59.187845,59.50115,8.955244,-1.047574,0.976568,0,48.83,-2.463333,682,2.5,9,1.585,161.5,1988,1.2,8.20E+00,186.48,1.89,8.077232,0.7285,-1.340283,4.580159,5.770638,0,51.293333,9,2500,7050,0.6155,52.645,3.81,45.8125,70.35,1.735,779.35,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,301.165,49,115,1,9,0,5,0,0,0.5,2.5,0.5,1.5,27,4,23.14,4,26.7125,0.65,146.5,0.4915,51.311,41,40.86,0.325,1.125,4
27,2.16,64.433754,59.763725,9.757842,-1.794866,2.056731,0,60.8475,-1.8725,1239,12.825,4.5,1.8725,187,2316.25,18.55,1.30E+01,61.52,1.1275,5.407595,0,-1.852495,4.946546,6.232258,0,62.72,4.5,3250,6250,0.6195,28.5075,6.69875,74.6675,64.25,1.3225,522.525,0.75,0,0.75,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0.25,0,0.25,0,0,0,478.3425,23.5,211.25,1.5,4.5,0,2.5,0,0,0.75,0.75,0.75,1.25,27,4.25,34.0725,4.25,27.85125,5.975,213.25,0.6195,82.95,64.25,40.615,0.8025,2.7875,2
30,2.1,61.884139,68.598867,9.551529,-1.675717,2.616585,0,57.5,-2.825556,1108.333333,23.733333,6,1.806667,181.333333,2650.666667,14.933333,1.09E+01,95.623333,1.246667,5.896976,0.154667,-1.778794,4.882792,6.151933,0,60.325556,6,2100,6433.333333,0.572,28.31,7.35,68.143333,61.7,1.33,568.933333,0.666667,0,0.666667,0,0,0.333333,0,0,0,0,0.333333,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0,465.24,32,200,1.333333,6,0,3.333333,0,0,0.666667,1.333333,0.666667,1.333333,30,4.333333,30.653333,4.333333,27.283333,6.2,203.333333,0.572,69.116667,60.933333,39.8,0.433333,1.5,2.666667
36,1.84,59.253361,83.001385,9.379276,-1.07501,2.219577,0,53.73,-4.330833,744.65,5.4,9,1.68,171,2898,1.2,8.20E+00,171.83,1.74,7.395962,0.531,-1.301471,4.84136,6.099731,0,58.060833,9,3300,6000,0.4855,42.015,5.0475,48.9,59.05,1.855,713.6,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,361.69,49.5,115,1,9,0,5,0,0,0.5,2.5,0.5,1.5,36,4.5,24.1275,4.5,25.378,0.65,146.5,0.451,51.4745,84.5,39.36,0.325,1.125,4
